"atc","year","sex","age","nusers","ddd","users_pr_1000","ddd_pr_1000","country","drug_group"
"N06AX16",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX16",2014,"F","15-19",164,33055.2421875,1.03812575340271,209.240859985352,"NO","Other"
"N06AX16",2014,"M","15-19",83,19307.31640625,0.494553953409195,115.042282104492,"NO","Other"
"N06AX17",2014,"F","5-9",0,0,0,0,"NO","Other"
"N06AX17",2014,"M","5-9",0,0,0,0,"NO","Other"
"N06AX17",2014,"F","10-14",0,0,0,0,"NO","Other"
"N06AX17",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX17",2014,"F","15-19",0,0,0,0,"NO","Other"
"N06AX17",2014,"M","15-19",0,0,0,0,"NO","Other"
"N06AX18",2014,"F","5-9",0,0,0,0,"NO","Other"
"N06AX18",2014,"M","5-9",0,0,0,0,"NO","Other"
"N06AX18",2014,"F","10-14",0,0,0,0,"NO","Other"
"N06AX18",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX18",2014,"F","15-19",0,0,0,0,"NO","Other"
"N06AX18",2014,"M","15-19",0,0,0,0,"NO","Other"
"N06AX21",2014,"F","5-9",0,0,0,0,"NO","Other"
"N06AX21",2014,"M","5-9",0,0,0,0,"NO","Other"
"N06AX21",2014,"F","10-14",0,0,0,0,"NO","Other"
"N06AX21",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX21",2014,"F","15-19",23,3066,0.14559081196785,19.4078884124756,"NO","Other"
"N06AX21",2014,"M","15-19",5,336,0.0297924056649208,2.00204968452454,"NO","Other"
"N06AX22",2014,"F","5-9",0,0,0,0,"NO","Other"
"N06AX22",2014,"M","5-9",0,0,0,0,"NO","Other"
"N06AX22",2014,"F","10-14",0,0,0,0,"NO","Other"
"N06AX22",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX22",2014,"F","15-19",0,0,0,0,"NO","Other"
"N06AX22",2014,"M","15-19",0,0,0,0,"NO","Other"
"N06AX23",2014,"F","5-9",0,0,0,0,"NO","Other"
"N06AX23",2014,"M","5-9",0,0,0,0,"NO","Other"
"N06AX23",2014,"F","10-14",0,0,0,0,"NO","Other"
"N06AX23",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX23",2014,"F","15-19",0,0,0,0,"NO","Other"
"N06AX23",2014,"M","15-19",0,0,0,0,"NO","Other"
"N06AX24",2014,"F","5-9",0,0,0,0,"NO","Other"
"N06AX24",2014,"M","5-9",0,0,0,0,"NO","Other"
"N06AX24",2014,"F","10-14",0,0,0,0,"NO","Other"
"N06AX24",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX24",2014,"F","15-19",0,0,0,0,"NO","Other"
"N06AX24",2014,"M","15-19",0,0,0,0,"NO","Other"
"N06AX25",2014,"F","5-9",0,0,0,0,"NO","Other"
"N06AX25",2014,"M","5-9",0,0,0,0,"NO","Other"
"N06AX25",2014,"F","10-14",0,0,0,0,"NO","Other"
"N06AX25",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX25",2014,"F","15-19",0,0,0,0,"NO","Other"
"N06AX25",2014,"M","15-19",0,0,0,0,"NO","Other"
"N06AX26",2014,"F","5-9",0,0,0,0,"NO","Other"
"N06AX26",2014,"M","5-9",0,0,0,0,"NO","Other"
"N06AX26",2014,"F","10-14",0,0,0,0,"NO","Other"
"N06AX26",2014,"M","10-14",0,0,0,0,"NO","Other"
"N06AX26",2014,"F","15-19",0,0,0,0,"NO","Other"
"N06AX26",2014,"M","15-19",0,0,0,0,"NO","Other"
"N06A",2015,"F","5-9",13,2707.33325195312,0.0843460261821747,17.5655994415283,"NO","AD"
"N06A",2015,"M","5-9",43,7716.6708984375,0.265255272388458,47.6020355224609,"NO","AD"
"N06A",2015,"F","10-14",289,69196.4921875,1.91964077949524,459.627716064453,"NO","AD"
"N06A",2015,"M","10-14",310,92930.6640625,1.97438395023346,591.873596191406,"NO","AD"
"N06A",2015,"F","15-19",4565,1232673.5,28.8416576385498,7788.02783203125,"NO","AD"
"N06A",2015,"M","15-19",1893,513360.0625,11.2525854110718,3051.5732421875,"NO","AD"
"N06AA",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA",2015,"M","5-9",12,561.666687011719,0.0740247219800949,3.464768409729,"NO","TCA"
"N06AA",2015,"F","10-14",49,2215,0.325475424528122,14.712818145752,"NO","TCA"
"N06AA",2015,"M","10-14",40,2080,0.254759222269058,13.2474794387817,"NO","TCA"
"N06AA",2015,"F","15-19",446,21549.966796875,2.81782674789429,136.152633666992,"NO","TCA"
"N06AA",2015,"M","15-19",143,6721.86669921875,0.850036859512329,39.9568824768066,"NO","TCA"
"N06AA01",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA01",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA01",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA01",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA01",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA01",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA02",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA02",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA02",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA02",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA02",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA02",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA04",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA04",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA04",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA04",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA04",2015,"F","15-19",8,939.5,0.0505439788103104,5.93575859069824,"NO","TCA"
"N06AA04",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA05",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA05",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA05",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA05",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA05",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA05",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA06",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA06",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA06",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA06",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA06",2015,"F","15-19",34,708.799987792969,0.214811906218529,4.47819662094116,"NO","TCA"
"N06AA06",2015,"M","15-19",15,273.333312988281,0.0891647040843964,1.62477898597717,"NO","TCA"
"N06AA07",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA07",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA07",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA07",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA07",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA07",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA08",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA08",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA08",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA08",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA08",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA08",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA09",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA09",2015,"M","5-9",8,286.666656494141,0.0493498146533966,1.76836836338043,"NO","TCA"
"N06AA09",2015,"F","10-14",46,2106.66650390625,0.305548369884491,13.9932279586792,"NO","TCA"
"N06AA09",2015,"M","10-14",27,1520,0.171962469816208,9.6808500289917,"NO","TCA"
"N06AA09",2015,"F","15-19",395,19380,2.49560904502869,122.44278717041,"NO","TCA"
"N06AA09",2015,"M","15-19",119,6101.86669921875,0.707373321056366,36.2714080810547,"NO","TCA"
"N06AA10",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA10",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA10",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA10",2015,"M","10-14",6,333.333312988281,0.0382138825953007,2.12299346923828,"NO","TCA"
"N06AA10",2015,"F","15-19",11,486.666656494141,0.0694979727268219,3.07475876808167,"NO","TCA"
"N06AA10",2015,"M","15-19",10,286.666656494141,0.0594431385397911,1.70403647422791,"NO","TCA"
"N06AA11",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA11",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA11",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA11",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA11",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA11",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA12",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA12",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA12",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA12",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA12",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA12",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA16",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA16",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA16",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA16",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA16",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA16",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA17",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA17",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA17",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA17",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA17",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA17",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA21",2015,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA21",2015,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA21",2015,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA21",2015,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA21",2015,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA21",2015,"M","15-19",0,0,0,0,"NO","TCA"
"N06AB",2015,"F","5-9",9,2574,0.0583934038877487,16.7005138397217,"NO","SSRI"
"N06AB",2015,"M","5-9",27,7005.00390625,0.166555628180504,43.2119560241699,"NO","SSRI"
"N06AB",2015,"F","10-14",226,64520.69140625,1.50117242336273,428.569366455078,"NO","SSRI"
"N06AB",2015,"M","10-14",263,89722.6640625,1.67504191398621,571.44189453125,"NO","SSRI"
"N06AB",2015,"F","15-19",3719,1122749.25,23.4966316223145,7093.52685546875,"NO","SSRI"
"N06AB",2015,"M","15-19",1487,455405.125,8.83919429779053,2707.07080078125,"NO","SSRI"
"N06AB03",2015,"F","5-9",0,0,0,0,"NO","SSRI"
"N06AB03",2015,"M","5-9",5,730,0.030843636021018,4.50317049026489,"NO","SSRI"
"N06AB03",2015,"F","10-14",97,20830,0.644308507442474,138.360275268555,"NO","SSRI"
"N06AB03",2015,"M","10-14",80,21390,0.509518444538116,136.232498168945,"NO","SSRI"
"N06AB03",2015,"F","15-19",1273,330485.5,8.04281044006348,2088.00659179688,"NO","SSRI"
"N06AB03",2015,"M","15-19",376,101806,2.23506188392639,605.166809082031,"NO","SSRI"
"N06AB04",2015,"F","5-9",0,0,0,0,"NO","SSRI"
"N06AB04",2015,"M","5-9",0,0,0,0,"NO","SSRI"
"N06AB04",2015,"F","10-14",0,0,0,0,"NO","SSRI"
"N06AB04",2015,"M","10-14",0,0,0,0,"NO","SSRI"
"N06AB04",2015,"F","15-19",116,22525,0.73288768529892,142.312896728516,"NO","SSRI"
"N06AB04",2015,"M","15-19",58,11088,0.344770193099976,65.9105529785156,"NO","SSRI"
"N06AB05",2015,"F","5-9",0,0,0,0,"NO","SSRI"
"N06AB05",2015,"M","5-9",0,0,0,0,"NO","SSRI"
"N06AB05",2015,"F","10-14",0,0,0,0,"NO","SSRI"
"N06AB05",2015,"M","10-14",0,0,0,0,"NO","SSRI"
"N06AB05",2015,"F","15-19",42,9362,0.265355885028839,59.1490936279297,"NO","SSRI"
"N06AB05",2015,"M","15-19",24,3466,0.142663523554802,20.602991104126,"NO","SSRI"
"N06AB06",2015,"F","5-9",8,2278,0.0519052483141422,14.7800188064575,"NO","SSRI"
"N06AB06",2015,"M","5-9",20,5980.00390625,0.123374544084072,36.8890113830566,"NO","SSRI"
"N06AB06",2015,"F","10-14",127,40539.69140625,0.843579173088074,269.279052734375,"NO","SSRI"
"N06AB06",2015,"M","10-14",179,64754.66015625,1.14004755020142,412.421173095703,"NO","SSRI"
"N06AB06",2015,"F","15-19",1241,467020.28125,7.84063482284546,2950.63305664062,"NO","SSRI"
"N06AB06",2015,"M","15-19",570,226755.125,3.38825869560242,1347.90356445312,"NO","SSRI"
"N06AB08",2015,"F","5-9",0,0,0,0,"NO","SSRI"
"N06AB08",2015,"M","5-9",0,0,0,0,"NO","SSRI"
"N06AB08",2015,"F","10-14",0,0,0,0,"NO","SSRI"
"N06AB08",2015,"M","10-14",0,0,0,0,"NO","SSRI"
"N06AB08",2015,"F","15-19",0,0,0,0,"NO","SSRI"
"N06AB08",2015,"M","15-19",5,765,0.0297215692698956,4.54739999771118,"NO","SSRI"
"N06AB10",2015,"F","5-9",0,0,0,0,"NO","SSRI"
"N06AB10",2015,"M","5-9",0,0,0,0,"NO","SSRI"
"N06AB10",2015,"F","10-14",15,2130,0.0996353328227997,14.1482172012329,"NO","SSRI"
"N06AB10",2015,"M","10-14",16,3069,0.101903691887856,19.5464019775391,"NO","SSRI"
"N06AB10",2015,"F","15-19",1367,292771.40625,8.63670253753662,1849.72900390625,"NO","SSRI"
"N06AB10",2015,"M","15-19",561,111525,3.33475995063782,662.939575195312,"NO","SSRI"
"N06AF",2015,"F","5-9",0,0,0,0,"NO","N06AF"
"N06AF",2015,"M","5-9",0,0,0,0,"NO","N06AF"
"N06AF",2015,"F","10-14",0,0,0,0,"NO","N06AF"
"N06AF",2015,"M","10-14",0,0,0,0,"NO","N06AF"
"N06AF",2015,"F","15-19",0,0,0,0,"NO","N06AF"
"N06AF",2015,"M","15-19",0,0,0,0,"NO","N06AF"
"N06AF01",2015,"F","5-9",0,0,0,0,"NO","N06AF"
"N06AF01",2015,"M","5-9",0,0,0,0,"NO","N06AF"
"N06AF01",2015,"F","10-14",0,0,0,0,"NO","N06AF"
"N06AF01",2015,"M","10-14",0,0,0,0,"NO","N06AF"
"N06AF01",2015,"F","15-19",0,0,0,0,"NO","N06AF"
"N06AF01",2015,"M","15-19",0,0,0,0,"NO","N06AF"
"N06AF03",2015,"F","5-9",0,0,0,0,"NO","N06AF"
"N06AF03",2015,"M","5-9",0,0,0,0,"NO","N06AF"
"N06AF03",2015,"F","10-14",0,0,0,0,"NO","N06AF"
"N06AF03",2015,"M","10-14",0,0,0,0,"NO","N06AF"
"N06AF03",2015,"F","15-19",0,0,0,0,"NO","N06AF"
"N06AF03",2015,"M","15-19",0,0,0,0,"NO","N06AF"
"N06AF04",2015,"F","5-9",0,0,0,0,"NO","N06AF"
"N06AF04",2015,"M","5-9",0,0,0,0,"NO","N06AF"
"N06AF04",2015,"F","10-14",0,0,0,0,"NO","N06AF"
"N06AF04",2015,"M","10-14",0,0,0,0,"NO","N06AF"
"N06AF04",2015,"F","15-19",0,0,0,0,"NO","N06AF"
"N06AF04",2015,"M","15-19",0,0,0,0,"NO","N06AF"
"N06AF04N06AG",2015,"F","5-9",0,0,0,0,"NO","N06AF"
"N06AF04N06AG",2015,"M","5-9",0,0,0,0,"NO","N06AF"
"N06AF04N06AG",2015,"F","10-14",0,0,0,0,"NO","N06AF"
"N06AF04N06AG",2015,"M","10-14",0,0,0,0,"NO","N06AF"
"N06AF04N06AG",2015,"F","15-19",0,0,0,0,"NO","N06AF"
"N06AF04N06AG",2015,"M","15-19",0,0,0,0,"NO","N06AF"
"N06AG",2015,"F","5-9",0,0,0,0,"NO","N06AG"
"N06AG",2015,"M","5-9",0,0,0,0,"NO","N06AG"
"N06AG",2015,"F","10-14",0,0,0,0,"NO","N06AG"
"N06AG",2015,"M","10-14",0,0,0,0,"NO","N06AG"
"N06AG",2015,"F","15-19",6,1340,0.0379079841077328,8.4661169052124,"NO","N06AG"
"N06AG",2015,"M","15-19",0,0,0,0,"NO","N06AG"
"N06AG02",2015,"F","5-9",0,0,0,0,"NO","N06AG"
"N06AG02",2015,"M","5-9",0,0,0,0,"NO","N06AG"
"N06AG02",2015,"F","10-14",0,0,0,0,"NO","N06AG"
"N06AG02",2015,"M","10-14",0,0,0,0,"NO","N06AG"
"N06AG02",2015,"F","15-19",6,1340,0.0379079841077328,8.4661169052124,"NO","N06AG"
"N06AG02",2015,"M","15-19",0,0,0,0,"NO","N06AG"
"N06AX",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX",2015,"M","5-9",5,150,0.030843636021018,0.925309062004089,"NO","Other"
"N06AX",2015,"F","10-14",16,2460.80004882812,0.10627768933773,16.3455085754395,"NO","Other"
"N06AX",2015,"M","10-14",12,1128,0.0764277651906013,7.1842098236084,"NO","Other"
"N06AX",2015,"F","15-19",778,87034.2890625,4.91540193557739,549.882446289062,"NO","Other"
"N06AX",2015,"M","15-19",409,51108.0859375,2.43122434616089,303.802490234375,"NO","Other"
"N06AX01",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX01",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX01",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX01",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX01",2015,"F","15-19",12,0,0.0758159682154655,0,"NO","Other"
"N06AX01",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX02",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX02",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX02",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX02",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX02",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX02",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX03",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX03",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX03",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX03",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX03",2015,"F","15-19",189,5972.5048828125,1.19410157203674,37.7342720031738,"NO","Other"
"N06AX03",2015,"M","15-19",70,2066.6650390625,0.416101962327957,12.2849054336548,"NO","Other"
"N06AX05",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX05",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX05",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX05",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX05",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX05",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX06",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX06",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX06",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX06",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX06",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX06",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX09",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX09",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX09",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX09",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX09",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX09",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX11",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX11",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX11",2015,"F","10-14",6,400,0.0398541353642941,2.65694236755371,"NO","Other"
"N06AX11",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX11",2015,"F","15-19",331,31467,2.09125709533691,198.80842590332,"NO","Other"
"N06AX11",2015,"M","15-19",192,20025,1.14130818843842,119.034881591797,"NO","Other"
"N06AX12",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX12",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX12",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX12",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX12",2015,"F","15-19",83,8205,0.524393796920776,51.839168548584,"NO","Other"
"N06AX12",2015,"M","15-19",58,5862.81005859375,0.344770193099976,34.8503837585449,"NO","Other"
"N06AX14",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX14",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX14",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX14",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX14",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX14",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX16",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX16",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX16",2015,"F","10-14",5,1895.80004882812,0.0332117788493633,12.5925779342651,"NO","Other"
"N06AX16",2015,"M","10-14",5,948,0.0318449027836323,6.03779363632202,"NO","Other"
"N06AX16",2015,"F","15-19",178,38391.78515625,1.12460350990295,242.559204101562,"NO","Other"
"N06AX16",2015,"M","15-19",106,22031.44140625,0.630097270011902,130.961791992188,"NO","Other"
"N06AX17",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX17",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX17",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX17",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX17",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX17",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX18",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX18",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX18",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX18",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX18",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX18",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX21",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX21",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX21",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX21",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX21",2015,"F","15-19",25,2380,0.157949939370155,15.0368337631226,"NO","Other"
"N06AX21",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX22",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX22",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX22",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX22",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX22",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX22",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX23",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX23",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX23",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX23",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX23",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX23",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX24",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX24",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX24",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX24",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX24",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX24",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX25",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX25",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX25",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX25",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX25",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX25",2015,"M","15-19",0,0,0,0,"NO","Other"
"N06AX26",2015,"F","5-9",0,0,0,0,"NO","Other"
"N06AX26",2015,"M","5-9",0,0,0,0,"NO","Other"
"N06AX26",2015,"F","10-14",0,0,0,0,"NO","Other"
"N06AX26",2015,"M","10-14",0,0,0,0,"NO","Other"
"N06AX26",2015,"F","15-19",0,0,0,0,"NO","Other"
"N06AX26",2015,"M","15-19",6,840.168029785156,0.0356658808887005,4.99422216415405,"NO","Other"
"N06A",2016,"F","5-9",12,1749.66662597656,0.0767067223787308,11.1842660903931,"NO","AD"
"N06A",2016,"M","5-9",32,4842.83349609375,0.194244295358658,29.3966503143311,"NO","AD"
"N06A",2016,"F","10-14",272,62880.8515625,1.80741703510284,417.837951660156,"NO","AD"
"N06A",2016,"M","10-14",295,87698.78125,1.88032221794128,558.98974609375,"NO","AD"
"N06A",2016,"F","15-19",4709,1258509.375,29.7167167663574,7941.97607421875,"NO","AD"
"N06A",2016,"M","15-19",1876,548311.875,11.1427230834961,3256.76293945312,"NO","AD"
"N06AA",2016,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA",2016,"M","5-9",9,388.333312988281,0.0546312071382999,2.35723543167114,"NO","TCA"
"N06AA",2016,"F","10-14",38,1553.33325195312,0.252506792545319,10.3217687606812,"NO","TCA"
"N06AA",2016,"M","10-14",45,1790,0.286828815937042,11.4094133377075,"NO","TCA"
"N06AA",2016,"F","15-19",534,26657.25,3.3698718547821,168.223815917969,"NO","TCA"
"N06AA",2016,"M","15-19",155,8134.13330078125,0.920640766620636,48.3136444091797,"NO","TCA"
"N06AA01",2016,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA01",2016,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA01",2016,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA01",2016,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA01",2016,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA01",2016,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA02",2016,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA02",2016,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA02",2016,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA02",2016,"M","10-14",0,0,0,0,"NO","TCA"
"N06AA02",2016,"F","15-19",0,0,0,0,"NO","TCA"
"N06AA02",2016,"M","15-19",0,0,0,0,"NO","TCA"
"N06AA04",2016,"F","5-9",0,0,0,0,"NO","TCA"
"N06AA04",2016,"M","5-9",0,0,0,0,"NO","TCA"
"N06AA04",2016,"F","10-14",0,0,0,0,"NO","TCA"
"N06AA04",2016,"M","10-14",5,340,0.0318698696792126,2.16715097427368,"NO","TCA"
"N06AA04",2016,"F","15-19",11,1377.25,0.0694168359041214,8.69130325317383,"NO","TCA"
"N06AA04",2016,"M","15-19",0,0,0,0,"NO","TCA"
